Solution 1:
Total Switches: 907
Boundary Edges (571):
  ngx_writev_file:420 -> ngx_log_error_core:108, Weight: 0, Domains: 0 -> 1
1853: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_cache_manager_processes + BinaryOperator:405:405: sz = 3, quan = 0
9410: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_cache_manager_processes + BinaryOperator:406:406: sz = 7, quan = 0
9411: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_cache_manager_processes + CallExpr:408:408: sz = 2, quan = 0
6944: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_cache_manager_processes + IfStmt:410:412: sz = 4, quan = 0
4484: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_cache_manager_processes + CallExpr:414:416: sz = 7, quan = 0
9413: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_cache_manager_processes + BinaryOperator:418:418: sz = 2, quan = 0
7812: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_cache_manager_processes + BinaryOperator:419:419: sz = 6, quan = 0
727: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_cache_manager_processes + BinaryOperator:420:420: sz = 3, quan = 0
9415: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_cache_manager_processes + BinaryOperator:421:421: sz = 7, quan = 0
5127: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_cache_manager_processes + CallExpr:423:423: sz = 2, quan = 0

-- Function: ngx_start_worker_processes --
9417: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_worker_processes + DeclStmt:348:348: sz = 1, quan = 0
9351: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_worker_processes + DeclStmt:349:349: sz = 1, quan = 0
9418: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_worker_processes + IfStmt:351:351: sz = 12, quan = 0
5327: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_worker_processes + CStyleCastExpr:353:353: sz = 2, quan = 0
5365: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_worker_processes + BinaryOperator:355:355: sz = 2, quan = 0
4694: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_process_cycle.c + ngx_start_worker_processes + ForStmt:357:367: sz = 34, quan = 0

-- Function: ngx_str_rbtree_insert_value --
6384: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_insert_value + DeclStmt:1904:1904: sz = 2, quan = 0
9421: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_insert_value + DeclStmt:1905:1905: sz = 1, quan = 0
9422: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_insert_value + ForStmt:1907:1930: sz = 94, quan = 0
6920: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_insert_value + BinaryOperator:1932:1932: sz = 3, quan = 0
9423: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_insert_value + BinaryOperator:1933:1933: sz = 4, quan = 0
8075: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_insert_value + BinaryOperator:1934:1934: sz = 4, quan = 0
9425: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_insert_value + BinaryOperator:1935:1935: sz = 4, quan = 0
8540: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_insert_value + ParenExpr:1936:1936: sz = 3, quan = 0

-- Function: ngx_str_rbtree_lookup --
9428: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_lookup + DeclStmt:1943:1943: sz = 1, quan = 0
3166: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_lookup + DeclStmt:1944:1944: sz = 1, quan = 0
7238: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_lookup + DeclStmt:1945:1945: sz = 2, quan = 0
7708: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_lookup + BinaryOperator:1947:1947: sz = 4, quan = 0
2985: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_lookup + BinaryOperator:1948:1948: sz = 4, quan = 0
1137: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_lookup + WhileStmt:1950:1977: sz = 94, quan = 0
9429: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_str_rbtree_lookup + ReturnStmt:1979:1979: sz = 2, quan = 0

-- Function: ngx_strcasecmp --
9430: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strcasecmp + DeclStmt:589:589: sz = 2, quan = 0
8734: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strcasecmp + ForStmt:591:608: sz = 54, quan = 0

-- Function: ngx_strcasestrn --
1922: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strcasestrn + DeclStmt:707:707: sz = 2, quan = 0
9431: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strcasestrn + BinaryOperator:709:709: sz = 6, quan = 0
1941: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strcasestrn + BinaryOperator:710:710: sz = 13, quan = 0
9432: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strcasestrn + DoStmt:712:724: sz = 38, quan = 0
9433: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strcasestrn + ReturnStmt:726:726: sz = 5, quan = 0

-- Function: ngx_strerror_init --
9436: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_errno.c + ngx_strerror_init + DeclStmt:48:48: sz = 1, quan = 0
9437: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_errno.c + ngx_strerror_init + DeclStmt:49:49: sz = 1, quan = 0
9438: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_errno.c + ngx_strerror_init + DeclStmt:50:50: sz = 1, quan = 0
8179: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_errno.c + ngx_strerror_init + DeclStmt:51:51: sz = 1, quan = 0
7878: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_errno.c + ngx_strerror_init + BinaryOperator:58:58: sz = 1, quan = 0
9439: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_errno.c + ngx_strerror_init + BinaryOperator:60:60: sz = 4, quan = 0
6777: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_errno.c + ngx_strerror_init + IfStmt:61:63: sz = 4, quan = 0
9440: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_errno.c + ngx_strerror_init + ForStmt:65:77: sz = 41, quan = 0
8263: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_errno.c + ngx_strerror_init + ReturnStmt:79:79: sz = 2, quan = 0
9441: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_errno.c + ngx_strerror_init + LabelStmt:81:83: sz = 4, quan = 0
9442: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_errno.c + ngx_strerror_init + CallExpr:84:84: sz = 5, quan = 0
9443: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/os/unix/ngx_errno.c + ngx_strerror_init + ReturnStmt:86:86: sz = 2, quan = 0

-- Function: ngx_strlcasestrn --
6507: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strlcasestrn + DeclStmt:739:739: sz = 2, quan = 0
1405: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strlcasestrn + BinaryOperator:741:741: sz = 6, quan = 0
5239: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strlcasestrn + BinaryOperator:742:742: sz = 13, quan = 0
3938: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strlcasestrn + CompoundAssignOperator:743:743: sz = 5, quan = 0
9446: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strlcasestrn + DoStmt:745:757: sz = 39, quan = 0
2211: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strlcasestrn + ReturnStmt:759:759: sz = 5, quan = 0

-- Function: ngx_strlchr --
9448: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.h + ngx_strlchr + WhileStmt:70:77: sz = 19, quan = 0
9450: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.h + ngx_strlchr + ReturnStmt:79:79: sz = 2, quan = 0

-- Function: ngx_strlow --
5876: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strlow + WhileStmt:23:28: sz = 37, quan = 0

-- Function: ngx_strncasecmp --
5979: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strncasecmp + DeclStmt:615:615: sz = 2, quan = 0
568: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strncasecmp + WhileStmt:617:635: sz = 60, quan = 2
1495: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strncasecmp + ReturnStmt:637:637: sz = 2, quan = 0

-- Function: ngx_strnlen --
2337: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strnlen + DeclStmt:35:35: sz = 1, quan = 0
7635: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strnlen + ForStmt:37:42: sz = 21, quan = 0
9454: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strnlen + ReturnStmt:44:44: sz = 3, quan = 0

-- Function: ngx_strstrn --
3672: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strstrn + DeclStmt:684:684: sz = 2, quan = 0
9455: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strstrn + BinaryOperator:686:686: sz = 5, quan = 0
2577: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strstrn + DoStmt:688:698: sz = 27, quan = 0
552: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_string.c + ngx_strstrn + ReturnStmt:700:700: sz = 5, quan = 0

-- Function: ngx_syslog_cleanup --
9459: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_cleanup + DeclStmt:365:365: sz = 4, quan = 0
3877: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_cleanup + BinaryOperator:368:368: sz = 6, quan = 0
9460: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_cleanup + IfStmt:370:372: sz = 7, quan = 0
1161: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_cleanup + IfStmt:374:377: sz = 22, quan = 0

-- Function: ngx_syslog_parse_args --
3009: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_parse_args + DeclStmt:91:91: sz = 3, quan = 0
599: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_parse_args + DeclStmt:92:92: sz = 1, quan = 0
5793: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_parse_args + DeclStmt:93:93: sz = 1, quan = 0
4041: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_parse_args + DeclStmt:94:94: sz = 1, quan = 0
9467: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_parse_args + DeclStmt:95:95: sz = 1, quan = 0
4580: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_parse_args + BinaryOperator:97:97: sz = 7, quan = 0
9468: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_parse_args + BinaryOperator:99:99: sz = 7, quan = 0
7712: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_parse_args + ForStmt:101:227: sz = 302, quan = 0
9470: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_parse_args + ReturnStmt:229:229: sz = 2, quan = 0

-- Function: ngx_syslog_process_conf --
9471: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + DeclStmt:42:42: sz = 1, quan = 0
6614: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + BinaryOperator:44:44: sz = 3, quan = 0
9472: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + BinaryOperator:45:45: sz = 3, quan = 0
9473: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + IfStmt:47:49: sz = 7, quan = 0
7874: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + IfStmt:51:55: sz = 10, quan = 0
9475: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + IfStmt:57:59: sz = 9, quan = 0
3900: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + IfStmt:61:63: sz = 9, quan = 0
9476: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + IfStmt:65:67: sz = 15, quan = 0
1021: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + BinaryOperator:69:69: sz = 4, quan = 0
1471: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + BinaryOperator:71:71: sz = 4, quan = 0
5341: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + BinaryOperator:72:72: sz = 4, quan = 0
9477: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + BinaryOperator:74:74: sz = 1, quan = 0
9478: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + BinaryOperator:76:76: sz = 5, quan = 0
3286: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + IfStmt:77:79: sz = 5, quan = 0
4170: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + BinaryOperator:81:81: sz = 5, quan = 0
7379: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + BinaryOperator:82:82: sz = 3, quan = 0
9480: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_syslog.c + ngx_syslog_process_conf + ReturnStmt:84:84: sz = 2, quan = 0

-- Function: ngx_tcp_connect --
8917: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + DeclStmt:4478:4478: sz = 1, quan = 0
9492: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + DeclStmt:4479:4479: sz = 1, quan = 0
8746: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + DeclStmt:4480:4480: sz = 1, quan = 0
5414: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + DeclStmt:4481:4481: sz = 1, quan = 0
4312: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + DeclStmt:4482:4482: sz = 1, quan = 0
6772: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + DeclStmt:4483:4483: sz = 2, quan = 0
4513: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + DeclStmt:4484:4484: sz = 1, quan = 0
9493: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + BinaryOperator:4486:4486: sz = 8, quan = 0
8776: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + IfStmt:4490:4494: sz = 17, quan = 0
9494: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + BinaryOperator:4496:4496: sz = 5, quan = 0
2705: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + IfStmt:4498:4505: sz = 22, quan = 0
9495: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + IfStmt:4507:4512: sz = 17, quan = 0
8205: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + BinaryOperator:4514:4514: sz = 4, quan = 0
9496: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + BinaryOperator:4515:4515: sz = 4, quan = 0
9497: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + BinaryOperator:4517:4517: sz = 5, quan = 0
2507: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + BinaryOperator:4518:4518: sz = 5, quan = 0
5537: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + BinaryOperator:4520:4520: sz = 4, quan = 0
8739: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + BinaryOperator:4522:4522: sz = 5, quan = 0
5159: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + IfStmt:4524:4528: sz = 10, quan = 0
772: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + BinaryOperator:4533:4533: sz = 13, quan = 0
4328: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + IfStmt:4535:4574: sz = 56, quan = 0
5439: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + IfStmt:4576:4589: sz = 17, quan = 0
9499: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + IfStmt:4591:4613: sz = 37, quan = 0
2587: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + IfStmt:4615:4626: sz = 7, quan = 0
9500: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + IfStmt:4628:4630: sz = 7, quan = 0
7681: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + IfStmt:4632:4641: sz = 12, quan = 0
336: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + BinaryOperator:4645:4645: sz = 7, quan = 0
9501: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + ReturnStmt:4647:4647: sz = 2, quan = 0
4280: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + LabelStmt:4649:4651: sz = 3, quan = 0
9502: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + BinaryOperator:4652:4652: sz = 3, quan = 0
7439: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_resolver.c + ngx_tcp_connect + ReturnStmt:4654:4654: sz = 2, quan = 0

-- Function: ngx_tcp_nodelay --
4500: /home/raoxue/Desktop/IF-driver-partition/FIPA/examples/nginx/input/source_code/nginx-1.15.5/src/core/ngx_connection.c + ngx_tcp_nodelay + DeclStmt:1414:1414: sz = 1, quan = 0
